Momo,,891E84C5-75DF-484F-B1A4-F796FA90E1BD,,,
dward0,,9C870C5B-42EB-4CCE-83C8-5ADE9BE0BFBA,,,
TRT | Do9,,C8EB189E-F97F-45BC-95F5-F8526345CE3A,,,
Ingroh,,EF808D45-CAF3-44EC-9A21-335FC065DD31,,,
BBNB | MyFoot,,B9BCA7A6-F890-40BF-BBF4-520107A1E88D,,,
Atreyo_br | Rs2_Atreyo_br,,E5AD41D9-161A-4A24-80BE-E91A9A1C28B6,,,
Karbon,,8A2015CF-F738-43FA-8A3C-1E3C36A18FF3,,,
KMT | FKang,,B8DA41B6-E24D-4686-9ECC-A728578CD24D,,,
BruNex,,0D99763B-4BE6-4159-83DC-42683BA1DD76,,,
Sharp,,E985CBD8-DDCD-4EE4-AF3E-640CE2F11596,,,
azure_blaze7,,7B81D83E-7906-4ADE-8DE6-0C982B27CAD1,,,
SugarRayRuani,,E272AFBF-6796-4CA9-ADF2-987F932B2120,,,
Wasf | NappaFighter,,CE8B8578-E358-438E-8BE2-D4E5EC41F363,,,Beelzebub
Icecreampeople,,38783F3A-02EF-4DCD-BFC4-811120F03F76,,,
Charad4,,90813355-E396-4F86-8AAC-C91CD7DA0F6D,,,
Lady Tsundere,,DC947845-7C17-4DC5-8E33-7F67E0CABC1E,,,
Faulki,,B8387982-B0AD-45D6-93C9-215A597E4C24,,,
Blue,,D0107F2B-8685-4674-BD0B-8F70E05B80D1,,,Lowain
thiagoeloi,,D15D4A7D-A591-4FFD-AA82-1094EF2783ED,,,
Bryanravares | Bryantavares3107,,6AB27306-7E61-47BA-8DCC-F55675BA264F,,,
Alony,,8E0DAB2B-C5CC-477F-B993-0617872C768E,,,
C0rujinha,,EAAEFAB9-95D2-4872-8D56-A3B56D9C0640,,,
Tofoli,,0EB0F549-12C7-4BEF-8FBD-CEE663ED04C5,,,
FSN | Linj,,A6FE536C-508D-4827-B1ED-27E880715E76,,,
JOKER,,103861F4-3E5E-4F5F-960C-FC110B629BF2,,,Metera
Imano Ob,,79C8ABC6-FF9F-4879-A6FB-0E868E418B7C,,,
brunomaga,,051AB045-3373-43D2-9685-4C23B3F628C5,,https://twitter.com/BrunoMTGR,Metera
WasF | Xico_Picadinho,,3D1D62E9-D1A2-439B-92F4-179EBA62163A,,,
Jinny,,B3F5841E-C9EC-44A2-BD7A-49287B35141A,,,
TRT | Wilken,,B18A99EA-35D2-4A1A-B8D2-1246A6062899,,,
Mau Mau,,C9A7A3B0-6A23-4683-AE0C-1FCADB04EE36,,,Charlotta
RWmkII,,96BE815D-9B8D-40E4-8DBB-1540376911C7,,,
Soulshoryuken,,19172461-187A-4C0D-9826-60F521DFACBD,,,
Free Step,,47604439-AC29-448B-8929-2D26E1E725EF,,,
pofesso,,C958D0F5-5CC2-477D-8AB4-0BAFD63DD050,,,
DASH.WasF | Zord,,DA3E742B-9532-4286-B141-28439A4F83E6,,,
Dmo,,C11E2541-5463-40A1-BEF2-B632E1386CD5,,,
lda | Otavio,,4472D353-32FF-43D6-9E41-935B55102309,,,
Gokudeira12,,F6179CE5-6ADA-4F4B-BCFC-F52CA94F2537,,,
iale5000,,7ECA9359-C71F-42FA-A5F9-8CDBB416D99E,,,
FF | Jars,,B464EA85-96D9-4B50-8677-89995F8246FD,,,
STKF | John-Armstrong,,7CC1E96D-474E-405F-A6A4-4DDD07554335,,,
MarkIno,,70A296D3-397C-426D-976F-9803B4B226EA,,,
GF | vamoquevamo,,D990D4F0-FB28-4D41-B687-00282EF97FD8,,,Ferry
GOD | Cacá,,,,https://twitter.com/carlose060,Percival
Golden,,DD0684C7-7B95-44DD-8BD4-8765FB2D3A22,,,
KMT | Zeon,,,,,
Mul4N,,55F7B042-524E-4F75-B282-A6F5198F06EA,,https://twitter.com/AshuraMulan,Lancelot
Jho,,B8DEB4C2-1CA1-4C21-8185-558B11393F5D,,,
Rhesyuzz,,E2CB43D8-6BFF-4965-ADB8-70F93F3CF127,,,
DUQ | Senienne,,137922EF-D2A3-4979-A172-2094DD0DCD44,,https://twitter.com/senienne,Narmaya
TerrorBionic,,33E99D40-7F5B-44A5-83F1-089DB78BB185,,,
GOD | Shangzord,,935B942E-5324-4ADC-A3A6-CAB476B088C4,,,
supersonic,,F64FD91C-E430-474B-B98F-9736911B9ADF,,https://twitter.com/supersonic1988,Ferry
Thomas Medeiros,,DDF3D029-497C-4370-B1CD-CA93BFF1DCFB,,,
MagnumGear,,991F2E41-B41F-4C1C-9B8B-D5B2A824CA0C,,,
SephLuis,,80EA9AA2-5818-441D-ADDF-FD7C2E02CCF0,,,
Nabo,,27080F06-2845-4CD7-83D3-F81CD51285AA,,,
AmmySensei,,E3F9D271-5281-48DE-886C-804A98133C6B,,https://twitter.com/AkatsukiSensei,Ferry
CBG | King_FZ,,C1F70C15-2F29-45CF-A230-EB63B5AC571C,,,
GcnFalcon,,09CE1C9F-E150-41BE-902A-71B8249BE592,,,
MattX,,538A2F09-0201-4F4C-926A-ED6C7440C768,,,
GB,,64DDE072-8D03-4246-8639-4F92921D8350,,,
Ishigaki Sora,,ACB7A0BE-8CD0-459B-AE7C-BD6EC5C61012,,,
Karafuru | Hime,,697510C0-380C-42FC-A8D3-71B9A1518E51,,,
ArcadeonX,,356C7231-2CC7-444D-9F38-35A6827B04D2,,,
SmashRS | Lukitu,,FE43047D-ED73-45B5-9F91-A6170C1C14F8,,,
yorezord,,FCC8C615-CCF1-4CA3-ACDC-C79B336C3E71,,,
GOD_ | Thiagobarreiro,,DF360B9A-298C-4324-A7C9-E95140E1DD81,,,
borgesdesu,,481B8226-8BFA-4823-9408-559B4E44DD3A,,,
WSigma_,,B63BB6B4-9478-498F-8128-54BB675819AE,,https://twitter.com/WSigmaFGC,Katalina
Lo-Fi,,0C0DDD73-2335-4AB5-84F9-1B90E9C57138,,,
Freenicius,,6D1BA0D4-4275-40BE-886A-5D8FC78485BC,,https://twitter.com/fgc_vini,Ladiva
Rafael | Kaichkull,,CDC558A2-D4D8-4FD0-A22A-BB53C2807342,,,
HorusPaulin,,07CE986A-9636-462B-BBF4-1E75BFA12E0E,,,
Fowz,,27333091-FC3F-4C2D-9F3D-81A0775FF96E,,,
K,,7CEA8A5E-908D-4C8F-97E0-D82D939CFD9E,,,
SENDNUDE,,FEAFB181-A15B-4A8E-9940-44D3DAE3D269,,,
MAD | FlagrantCrocodile,,8D2AAFF9-1B5C-41C7-9CFF-85C6A1B12F2F,,,
Pejota,,4E36B73B-5F65-4BAA-BC7F-F51234FA2EE8,,,
LT1 | josehand1,,62D1A516-667A-4251-8B90-33AE0E6C19DA,,,
SA | Joaoarara,,95FB5E1E-D289-430B-A886-C667674B5E19,,,
NoHOPE | Tofoli,,6106E266-E8F4-4E36-85C8-12CDEED6470D,,,
KDashRLZ,,8F007C5F-B1F9-4282-A1D8-4BF4B9BA42C4,,https://twitter.com/kdashrlz,Lancelot
Ano,,475BDF43-5E9F-4C56-9613-D2300FF4DF5B,,,
Zeusb,,4D084A82-1975-4396-BD07-1EF91299FA77,,,
Phantom | Chompy,,,,,
TheBossBR,,402882EC-BAB5-4F8B-9615-6884FF38105D,,,
Uchiha,,173AA8B0-D8A0-4964-8EBE-32F4E3B554A4,,,
Revolta/ | SOA_ZuZa,,6738C326-5E16-438F-AF42-E312A0988D6E,,,
Claus_,,1A2E3CD3-938F-4522-B599-391F438C6206,,,
UK | Kinomot0,,D546D25D-F6E0-4BB3-96EB-B9520A1A7EC2,,,
Hadry,,427E8375-EDB0-491C-BBE9-8BF697B5158E,,,
VA | Llesor,,3A8851CB-9390-4AA1-93CB-1CD6D1D93FAB,,,
Rekkatsu,,16630B5E-8B12-48B8-AAA4-D5314B321AFE,,,
Fehres,,713C5CB4-B891-405D-8ABD-A0930B31E9F8,,,
Kretinus,,8CCAF753-0FCE-4584-9686-BCAD3E31EC4F,,,
Ainseru,,9EB88536-D845-4C5F-94B5-377983778441,,,
Seyden,,C88BF246-B175-4A39-9F02-BF8C8F19BE01,,,
Raposao,,222A1301-F2BE-4215-BF3C-9860A0D8FCC3,,https://twitter.com/Raposao_Fox,Percival
S1v45X,,247C5054-79E3-4576-A9CE-2B3FFC708EBE,,,Charlotta
Krrapa,,F4BF5ADC-3DD2-40C5-A9C2-B6C62ED18064,,,
Jae HW,,6A5D42F0-C883-41AA-B145-A09B8754B82E,,,
O grande | Tenóbio,,,,,
SFC-Redstell,,EEA73457-7890-4EEC-8D39-7BFC940933A1,,,
MF45,,7A42462D-02BB-4D44-8D99-4F2BFC05058B,,,
Shodown | ChuChu,,DF40D7E4-E0D4-4A40-90E9-17FE54D315F2,,,
TheXtreme,,6DC97E36-9AAF-4300-AEC8-9956F1B4D8F8,,,
NolanPhoenix,,0ADFF25C-A4CD-4A10-A595-FFF8E7D9D7AB,,,
Rymaru,,CA6C069A-5CD5-4AAA-A38B-6F25F50768FD,,,Lancelot
Sir.Artorius,,E10A9C7B-F350-4965-BAD0-083FE148418E,,,
Solo | Corujaum,,C45F4705-75C3-4757-B47B-AE358CC8B61D,,,
Italotss,,2E5A5031-0212-4E0A-96C8-BCB180F23AD7,,,
D3 | DioRod,,F5F4856D-4B3D-4EA2-86E2-25F8118FF09B,,,
Lemon,,A0412183-761D-4AF7-B004-707426786091,,https://twitter.com/ST_LemonHunter,Gran
FTLTR | Takagi,,3492BF18-2B39-4E4B-A7D5-3F93C88D1A12,,,
Bayo,,A8264366-2783-4D6D-ADC4-DFF45CF895B7,,,
El Macaquito,,B85115F5-B639-4556-B3DA-8A902E43DD76,,,Ladiva
ChuChu,,3C3E9567-6296-484B-BF4B-3846D8F3849D,,,
SoraAkatsuki,,5E77D136-4476-4A56-900D-C0190BBEE438,,,
KingSolomon,,14A6E339-4550-496E-B34D-FE045774BB4F,,,
CE | BoletaFree,,44D5A506-3571-4AB0-BCC1-0426869C984C,,,
Cannibal,,7946ED52-5538-4837-9AFF-7BABCEB6B43F,,https://twitter.com/rlcs0,Lowain
Vulcaniel,,B011EE53-EF1A-429D-8D69-BEB49369EBAB,,,
HAP,,2EF4CF54-D737-4D2B-BB8F-21D3F9CF7F12,,,
KmT | Barbadara,,B7145B28-D70A-4D37-8576-9C42B973FB49,,,
lima,,3A28C683-87D1-452A-977B-6DE27AB7EC21,,,
noutera,,00C0C195-27A8-4EFE-AB3B-92A755CB83EA,,,
luuh,,FF8279A4-7206-4143-8236-4AEDF963C63E,,,
SL_Rash_Box,,B951E096-5414-41C6-957E-414E4D045DE6,,,
Zehel,,F7390808-1B59-49A1-A8C4-3D2898660F22,,,
LT1 | Careka,,494716F3-94ED-4068-BFA5-B7DD8D7C3B65,,,
Nerd,,89CF73E6-07F9-4309-8219-6DB0D4DF1E0B,,,"Lancelot
Gran
Metera"
TalesofPrinny,,AAFC5206-E95A-44B0-9C0C-81480304653B,,,
SaltyWarrior | Missoshiro,,AB389DCE-0AC4-4BD0-9BBC-CC9A9CA009B2,,,
[??] | Keogh,,53AA008C-FAED-4BB3-9553-2125A63FBECF,,,
WasF | Klasfer,,39CAB46D-5E3E-4136-B33F-2718C834F7D2,,https://twitter.com/klasfin,Lancelot
ROT | FireEmblem,,6A6F15C8-F93B-406C-869E-39B357A5C3A8,,,
MDT | roberTo,,C57569B7-FF8B-4637-9E20-E2C202C45C3B,,,
Zeppeli,,13AA9CE0-5259-4D6E-BD37-E2CC15A2A27B,,,
TIGERGUI,,A0B8EE87-9392-416B-8209-0D1A2CD89074,,,
Pauloweb,,31F76561-10A8-40C7-A990-ACD72FA299F6,,,
aDitzel,,399C9474-4BF5-4949-BB5C-3BF82DE7DF26,,,
LeafDreams,,8DE7FA17-C54A-463A-9300-3C74BB9632E5,,,
Chompy,,F3E37DBB-E3B5-4721-A2E7-AE503DF7FEF1,,,
Farofa Yoki | Kasamoto,,CEEE2096-56FD-466B-9EA2-E85F83906492,,,
Elodius,,6C702F89-4BFE-4AA4-A1EF-FB00DBF9404E,,,
Raghtshade,,26B1E3D0-20CC-47A5-8DA1-14A2D4CF7F11,,,
ZeroKabal,,1C52C93D-3E36-484B-88F9-FD99DF93E12A,,,
BBNB | Nythimus,,87AED7C7-CEEB-4A22-8F2A-39C06B37156F,,,
Lulipe,,2579D93D-E5C7-4638-A331-380713174A55,,,
Cara,,3ABA933E-A870-4BCF-9301-9C9E5828064E,,,
Killerjag,,4933B73D-47A0-4B34-A968-DE85945A28A7,,,
Zate,,97FD90C2-DD73-44B1-A252-59363E6B4A99,,,
DedoNaTomada,,84E79F31-14A9-4089-8731-1121741D98E0,,,
Suvaquinho | | Fuu,,50692BFB-0FE9-4094-A772-91A3956C20A3,,https://twitter.com/Fuurnf,Ferry
Conraderas,,4020211B-622D-4127-BD3C-EF1F601AE245,,,
KANELEN,,32CBF7CA-C81B-4B21-BA20-5D908AA610A7,,,
TheHadesBlack,,1DA7AE3A-9DBC-4E20-A14B-DD40BA65571E,,,
Garsh,,1D4B63FA-0B91-4391-88EC-F537FB60681E,,,
AdK | Zate,,C3619739-3EB1-4CDF-A21B-EAFABCB4B66A,,https://twitter.com/Zatefgc,Lowain
Arcadian | Lyserg,,4E3D27D0-BF8B-40D8-A5F7-A7861187867A,,,
FuzarkeR,,21A9971C-7647-46DF-8DF2-F20E236F8FB8,,,
NathanIWN,,8FA64021-0429-4982-B417-32C7C23A2B44,,https://twitter.com/NathanIWN,Katalina
Hari Nef,,987D9AB8-0B2F-4387-89B6-3805274B73D3,,,
NerdInverso,,FDE6EDAB-EF02-4C35-BE9B-D13AD61D3AF0,,,
YungBruno,,495458FC-BBBC-4703-9C78-EA372517C9CA,,,
Toninho Malvadeza,,44911AFB-718C-4368-8248-8D9F86C8004C,,https://twitter.com/buffdizzy,Ferry
Farofa Yoki | Nobume Imai,,9D13B991-5564-4A17-8D1E-D02225A8D9A1,,,
Ellian,,207DD77C-A16B-4E9E-A7D1-67B62635AC59,,,
UCB Jarda,,77AEC192-92BA-4BFC-A3E4-F4E5EA540C47,,,
MarduK,,C6BF0245-ECB5-4A0E-98B7-38FEBA90D797,,,
LT1 | RUK,,1B87E87C-3F4D-4B55-A849-06D1571E71D5,,,
LeoCAD,,20E02E1B-79D5-4D6A-90BE-288C37752B1A,,,
Otavio,,619276BE-0C95-4106-BD29-4D63143C5443,,,
JP5k,,6D55DF92-84F7-4FFC-BB29-92548B85FFFE,,,
Leninluvr,,31740710-973D-46D5-89A9-1788FD585883,,,
ForaBolso | BarrakObrahma,,B4BB44A5-76E5-460C-995F-5673BCF82A89,,,
BuddyConfeiteiro,,8F73E948-52F2-4BA8-B8F6-A6615FDF4166,,,
[Anuncie Aqui] | Acromax,,957F118F-BE74-4375-B6CF-FF8EBDEA4EB1,,,
ELLGamer,,26D2AE41-2B9D-4F4B-8DF5-B92B185221FB,,,
Musketeer,,5AB8F4CB-D017-4042-97BE-30429965FFE5,,https://twitter.com/0musketeer,Gran
Carlos,,71B58A4B-BD30-4281-BD45-FE0C8F1E353D,,,
sEE,,30AC9156-27C8-4B31-9101-40FDDE7DF9D6,,,
Tenóbio,,B8B4674E-867F-4F45-9EC2-F8DBCB8F9569,,,
UDi | SonodatenYohane,,D9D2048C-3E1B-4BDA-AB49-85BF9005B1D9,,,
Vermillion,,EFE664E1-FC84-4DEC-872B-0F30D61EB0F5,,https://twitter.com/AyayaVermillion,Metera
JackDel,,7740CD30-A09E-4560-8EEE-83DA946FC8B1,,,
Team Mamãe | PredoBidan,,DD7D8BBE-9FF2-412B-A1CE-637A199A56B4,,,
Padilha,,4A2B159C-03E0-4696-B83C-4B650BE4997B,,,
Soul,,FAA63922-F0A6-49D5-8B31-3F654B39AA01,,,
rogério.,,4D4C3D06-E004-4F94-859E-529CDE9B3B33,,,
Cacá,,7FEF6556-1C03-406D-B1C8-8999CF65AA3F,,,
TeamDiscord | Lo-Fi,,455D6D96-EBB5-449E-A748-364BF08CBC83,,,
MILI | Milionissimo,,3949D0F5-21BF-4F9C-9CC1-B7A161CFD3EC,,,
Burzi,,6E4EF6E3-DAFF-4BDA-A55E-63623F645BCD,,,
Yukmi,,3190E64B-DD86-44C0-A933-B44F9BD55666,,,
ShiroAoi,,9D2F5A8D-A7CF-49F9-B855-8B934EF5BD95,,,
duduzi,,B658570F-EC85-4C11-A59D-F964C6111DAA,,,
Mihawk,,3880724C-5C3C-40DE-A541-C6D26BACD2F7,,,
GOD Gomes,,B775B534-6091-4691-8C00-B17A849C7384,,https://twitter.com/GOD_Gomes,"Ferry
Narmaya"
FS,,FD307BB1-50EE-4072-A115-A19E73ED42F8,,,
VLW | Herbert,,E4DCA99F-ABD1-4EC6-AD4C-4E0CD974FD7B,,,
Reptilia,,34AAFD39-1DB5-454D-A758-488E89FCCA33,,,
celfisk,,07B8DD96-4D84-436E-BC7B-E2032F8C60BB,,,
Considera,,E391BB3E-BC75-4DBF-89F1-53A86EFF3FE2,,,
YujiReis,,51859F4C-BA9A-4CB9-9303-5B460ADA4234,,,
PDR | ThunderGody,,D452170E-6E8E-469A-A1CB-C0934C3CF4AA,,,
Zhao,,DEBBA920-C03C-4922-8326-32A8E1C2F787,,https://twitter.com/zhaozero18,Katalina
Knox,,AE1699FE-66EB-4FAF-84FB-D6458ACA2841,,,
Posho,,6F9C0E0A-C57C-46AF-9313-38E91E17EB34,,,
JGee,,61B4477C-DAA0-4AA8-91B9-FEB25F6F8220,,,
hasuki,,22828D69-2C03-41B0-BC0F-47007A6DC377,,,
The-3rd-Bird,,FCDB9CC2-53B3-4F0E-9F4E-EC5A00EBDFEA,,,
Nilsonson,,281A5629-5C18-4ACB-AE15-D35271ED64EB,,,
STKF  | Sullivan,,672032AD-479F-4F9C-AD82-888845643B39,,,Beelzebub
-LEONARDO-,,4F0F39D0-6639-4D1E-877F-C70F160CA89D,,,
Darkfenix,,A2BE63CD-391F-4F54-888F-3B315F61CB8F,,,
TX,,645A532F-4BE7-4AF4-8B89-A6BBD8FD4CBF,,,
Coelho,,B39076A4-37AD-45A3-B3AA-BC815C7683FF,,https://twitter.com/MCCoelhoF,Narmaya
Pol4ko,,2505FDE7-6229-4818-B031-CE7CECD76F3C,,,
MCT | Blackrush,,6B32C737-DC02-4353-B5E4-0F75BBFD6B89,,,
ForCE | Detz,,C91D6BB7-35DC-4369-925E-D7A03A76747F,,,Beelzebub
Shao,,26EE728C-2C69-475D-AECF-69D372DCB449,,https://twitter.com/shaokthx,"Katalina
Gran"
TortureFrag,,62DED438-8D2C-409A-88A3-31BBAC0683F0,,,Vaseraga
Harvincon,,355D8C9A-DE41-485F-853A-257923BE7725,,,
LeenzK,,13F64471-6CB8-4D85-8918-D9317E0E1F87,,,Lancelot
Lifeonmars,,64039675-1254-4AC9-904D-3853088BF605,,,
eyes on tex,,B27CC0A2-8BC0-461B-A5A9-15653E9EAC42,,,
SmashRS | MF45,,B671989D-0D24-4CB1-B65E-030E600A16CF,,,
CNTR | kenshinx,,97803A03-756E-4AE4-A7C9-768AEE912AF2,,,
Meira,,947D605E-5859-4938-B111-0762937FCA6A,,,
Woody,,1E3C95FC-6B5C-4EF0-9B92-FF4FBBBBFCD4,,,
Hardc0re,,DC5819C3-0422-420E-8B89-FBD5BC596F9F,,,
Lancelot,,961B3122-E950-4A4C-BF34-5C51E0254247,,,
Messiah,,99BF6983-449F-434F-A148-0C4945C99D2F,,,
ForCE | SENDNUDE,,D3B6956D-18E2-40A4-AF2C-70BE8AD18EA5,,,
