1		Frido						57.59944037359894
2		Daze						56.70221860953649
3		Lira						56.47295006353154
4		Player 7						56.33195228493217
5		ShiNe						56.08091964762723
6		BigLord						55.63338607551843
7		NathanIWN						55.207327341612654
8		Dayu						55.06324876568174
9		Firehao						54.852209272090136
10		Puto_Guilhas						54.838606868478145
11		FSN | Danadan						54.82570895367778
12		Luffyranha						54.74337906642981
13		Lord						54.621038722751614
14		Nair^						54.620382960230174
15		Doomblaze						54.541083744314925
16		Bakuryu						54.39278302838432
17		Mitsu						54.252746637006396
18		Zerin						53.7794825138436
19		Sekai Doggo						53.723135193319195
20		Lukingordex						53.65696629594329
21		Daiki						53.57179602806209
22		Killer_Luvs_Pie						53.320209700049304
23		GotM						53.29447457723538
24		Phonix Wrong						53.28892015848583
25		Zekip						53.214265625928775
26		JaZaR						53.130533183021
27		Nalga						53.12622085478455
28		Bubbles						52.784064641028905
29		Quote						52.644833697638546
30		Spyro						52.3955373909434
31		Gummy						52.38161810094027
32		Slade						52.30117791336178
33		ZanT						52.28544672517531
34		IKE1						52.00220880438154
35		Keen						51.98158591111614
36		Lukitu						51.946809028291064
37		Pollux						51.83483032214136
38		Dannckles						51.76322952978755
39		Tsuba						51.75176314818042
40		Ghoul979						51.72434069161219
41		JR.						51.66753933919034
42		XiaoG						51.609899049615926
43		Skyjay						51.58888644454227
44		Emp						51.568595197754995
45		Cloudy						51.566908731031965
46		Iberyes						51.55743810266735
47		Dannckles						51.50553608914827
48		Paco						51.49877309690243
49		Marroll						51.477618637247566
50		Javi						51.46807473908276
51		Chag						51.41370583976267
52		RevoS						51.41063489276974
53		Geova						51.39024452206871
54		Nintendi						51.37135445723678
55		THL Derek						51.297462621061506
56		Alen						51.29461846175489
57		Escurridizo						51.2848216592882
58		Ark						51.20254094763018
59		Dred						51.12922105806818
60		ゆず						51.10396588344639
61		Hatane						51.045769658944785
62		CD						51.04438736638539
63		Storm						51.01321800850134
64		Ly						51.007991188691264
65		Storm						50.94144281546343
66		Pineda						50.93802350805059
67		Malisker						50.916350664945085
68		Drew Ribs						50.86905625991764
69		Emp						50.843907356179145
70		Kraken						50.76858392011326
71		CM | Necro						50.75562038500672
72		xLone						50.72361784014582
73		Wise						50.61855409934608
74		ASH						50.54975020672903
75		Zohup						50.53536256964951
76		CruxisPhantom						50.49811697543931
77		Smashu						50.46320387368385
78		Harlonga						50.45770736221921
79		Bratu						50.435057822181065
80		Benca						50.389052370664714
81		Pent						50.36957096936308
82		Jaycee						50.28197378618235
83		Neokhagaya						50.26511368259194
84		Skelldany						50.246709641251684
85		Dertolo						50.24284699003303
86		Darkness						50.22966786955537
87		SKPeter						50.21986252192879
88		UR2SLOW						50.16893694769342
89		Bambiino						50.136754866766054
90		DDC | Kenneth						50.1356587823219
91		Kowalski_023						50.12950046381534
92		aj						50.12205759462037
93		Jon						50.11986691355555
94		Felagund						50.09121306180374
95		そうかる						50.035391103876336
96		NGS | Shura						50.01291620136321
97		Ke-ya						49.966735271853175
98		Danadan						49.96598725965306
99		FuerzaDON						49.91318038660048
100		Toplus						49.864476581101414
101		Lazerth						49.848229282512875
102		Paroka						49.83178979217275
103		Tuxedo						49.812854372322775
104		Aiba						49.80101890315926
105		Mashiz						49.79471835806596
106		Mister Leo						49.77448683780342
107		Spec						49.70057851862581
108		ロジックス						49.69030440370027
109		Rody						49.673370819863656
110		Skylar						49.611022406065345
111		SRK						49.5928280719544
112		Long						49.515170597567966
113		Dh Hunter						49.484807410537584
114		Polo						49.48454199291223
115		Snati						49.48055462560855
116		vito						49.447737300435485
117		Mauu						49.44766078863256
118		Superbife						49.44102106242848
119		EVERYBODY POOPS						49.40583667210111
120		Swain						49.31268189530587
121		TSG						49.310052344097045
122		Holy						49.29197576235261
123		bushihunzi						49.247190902972804
124		草產(fatejj)						49.118164227752345
125		Luz						49.11384414024309
126		Bolas						49.07842896971429
127		RIGONARDO						49.0265979047849
128		Ketzalo!						49.01886321835043
129		Harck						48.9735470311967
130		yooo冰						48.946753813966964
131		Ariffo						48.946501576539475
132		Kross						48.93310408035455
133		Sitock						48.923456550936294
134		LAO9						48.8588762705626
135		FE | LMB | Peppa						48.818705969259504
136		Landochat						48.814614521162106
137		Perezoso						48.812392058290655
138		OmegaVitor						48.75999002497777
139		Magiciak						48.758120679122776
140		jjcat00						48.75137697771013
